Llave;Rut cliente;Rut deudor;N° doc.;Tipo doc.;Fecha_pago;Fecha_prórroga
77.081.912-1-76.153.883-7-240-FZ;77.081.912-1;76.153.883-7;240;FZ;01/01/1900;01/01/1900
77.617.622-2-76.003.885-7-145-FZ;77.617.622-2;76.003.885-7;145;FZ;01/01/1900;01/01/1900
77.664.918-K-77.043.622-2-261-FZ;77.664.918-K;77.043.622-2;261;FZ;17/01/2025;01/01/1900
99.577.720-7-79.784.980-4-1729-FZ;99.577.720-7;79.784.980-4;1729;FZ;01/01/1900;01/01/1900
5.999.232-5-78.754.560-2-309-FZ;5.999.232-5;78.754.560-2;309;FZ;01/01/1900;01/01/1900
13.640.311-7-76.125.157-0-608-FZ;13.640.311-7;76.125.157-0;608;FZ;01/01/1900;01/01/1900
76.846.150-3-99.520.820-2-852-FZ;76.846.150-3;99.520.820-2;852;FZ;01/01/1900;01/01/1900
76.692.031-4-96.926.970-8-2813-FZ;76.692.031-4;96.926.970-8;2813;FZ;01/01/1900;01/01/1900
7.964.925-2-91.489.000-4-9103-FZ;7.964.925-2;91.489.000-4;9103;FZ;01/01/1900;01/01/1900
77.628.899-3-77.628.899-3-140662-GC;77.628.899-3;77.628.899-3;140662;GC;01/01/1900;01/01/1900
7.040.828-7-99.553.680-3-617-FZ;7.040.828-7;99.553.680-3;617;FZ;01/01/1900;01/01/1900
77.742.165-4-96.625.710-5-23-FZ;77.742.165-4;96.625.710-5;23;FZ;01/01/1900;01/01/1900
77.082.235-1-76.175.751-2-223-FZ;77.082.235-1;76.175.751-2;223;FZ;24/01/2025;01/01/1900
7.040.828-7-99.553.680-3-616-FZ;7.040.828-7;99.553.680-3;616;FZ;01/01/1900;01/01/1900
76.031.446-3-69.010.300-1-1938-FZ;76.031.446-3;69.010.300-1;1938;FZ;01/01/1900;01/01/1900
77.617.622-2-76.003.885-7-146-FZ;77.617.622-2;76.003.885-7;146;FZ;01/01/1900;01/01/1900
77.163.532-6-76.178.615-6-139-FZ;77.163.532-6;76.178.615-6;139;FZ;01/01/1900;01/01/1900
76.912.150-1-76.041.492-1-268-FZ;76.912.150-1;76.041.492-1;268;FZ;21/01/2025;01/01/1900
77.057.183-9-77.057.183-9-14030001-GC;77.057.183-9;77.057.183-9;14030001;GC;01/01/1900;01/01/1900
12.346.703-5-78.754.560-2-1118-FZ;12.346.703-5;78.754.560-2;1118;FZ;17/01/2025;01/01/1900
12.346.703-5-76.003.885-7-1110-FZ;12.346.703-5;76.003.885-7;1110;FZ;01/01/1900;01/01/1900
77.133.005-3-78.801.520-8-400-FZ;77.133.005-3;78.801.520-8;400;FZ;29/01/2025;01/01/1900
7.167.425-8-93.659.000-4-283-FZ;7.167.425-8;93.659.000-4;283;FZ;01/01/1900;01/01/1900
76.736.471-7-94.638.000-8-1028-FZ;76.736.471-7;94.638.000-8;1028;FZ;26/01/2025;01/01/1900
77.101.244-2-76.065.596-1-302-FZ;77.101.244-2;76.065.596-1;302;FZ;17/01/2025;01/01/1900
77.039.760-K-61.999.320-9-664-FZ;77.039.760-K;61.999.320-9;664;FZ;01/01/1900;01/01/1900
77.802.421-7-96.843.130-7-453-FZ;77.802.421-7;96.843.130-7;453;FZ;01/01/1900;01/01/1900
76.133.850-1-77.223.659-K-1459-FZ;76.133.850-1;77.223.659-K;1459;FZ;01/01/1900;01/01/1900
6.606.294-5-76.051.610-4-2137-FZ;6.606.294-5;76.051.610-4;2137;FZ;17/01/2025;01/01/1900
77.456.086-6-76.121.140-4-2422-FZ;77.456.086-6;76.121.140-4;2422;FZ;01/01/1900;01/01/1900
96.512.650-3-96.550.920-8-92237-SC;96.512.650-3;96.550.920-8;92237;SC;01/01/1900;01/01/1900
96.512.650-3-96.550.920-8-92253-SC;96.512.650-3;96.550.920-8;92253;SC;01/01/1900;01/01/1900
79.937.460-9-96.649.660-6-748-FZ;79.937.460-9;96.649.660-6;748;FZ;17/01/2025;01/01/1900
96.512.650-3-96.550.920-8-92236-SC;96.512.650-3;96.550.920-8;92236;SC;01/01/1900;01/01/1900
77.340.429-1-76.004.976-K-121-FZ;77.340.429-1;76.004.976-K;121;FZ;30/01/2025;01/01/1900
77.836.611-8-99.553.680-3-191-FZ;77.836.611-8;99.553.680-3;191;FZ;01/01/1900;01/01/1900
77.628.899-3-99.564.360-K-22-FS;77.628.899-3;99.564.360-K;22;FS;01/01/1900;01/01/1900
77.089.623-1-96.917.120-1-685-FZ;77.089.623-1;96.917.120-1;685;FZ;17/01/2025;01/01/1900
77.805.574-0-76.041.492-1-7-FZ;77.805.574-0;76.041.492-1;7;FZ;31/01/2025;01/01/1900
77.805.574-0-76.041.492-1-6-FZ;77.805.574-0;76.041.492-1;6;FZ;21/01/2025;01/01/1900
77.091.194-K-94.272.000-9-355-FZ;77.091.194-K;94.272.000-9;355;FZ;30/01/2025;01/01/1900
76.485.146-3-96.926.970-8-741-FZ;76.485.146-3;96.926.970-8;741;FZ;01/01/1900;01/01/1900
76.736.471-7-94.638.000-8-1027-FZ;76.736.471-7;94.638.000-8;1027;FZ;26/01/2025;01/01/1900
76.706.738-0-91.426.000-0-1371-FS;76.706.738-0;91.426.000-0;1371;FS;17/01/2025;01/01/1900
72.156.900-4-76.003.885-7-4613-FZ;72.156.900-4;76.003.885-7;4613;FZ;01/01/1900;01/01/1900
77.089.623-1-96.917.120-1-686-FZ;77.089.623-1;96.917.120-1;686;FZ;17/01/2025;01/01/1900
76.736.471-7-86.542.100-1-1033-FZ;76.736.471-7;86.542.100-1;1033;FZ;17/01/2025;01/01/1900
77.193.433-1-76.181.135-5-85-FZ;77.193.433-1;76.181.135-5;85;FZ;27/01/2025;01/01/1900
76.846.768-4-96.550.920-8-301-F2;76.846.768-4;96.550.920-8;301;F2;17/01/2025;01/01/1900
77.456.086-6-96.567.040-8-2425-FZ;77.456.086-6;96.567.040-8;2425;FZ;01/01/1900;01/01/1900
77.456.086-6-96.567.040-8-2426-FZ;77.456.086-6;96.567.040-8;2426;FZ;01/01/1900;01/01/1900
96.512.650-3-96.550.920-8-92250-SC;96.512.650-3;96.550.920-8;92250;SC;01/01/1900;01/01/1900
77.039.760-K-61.999.320-9-663-FZ;77.039.760-K;61.999.320-9;663;FZ;01/01/1900;01/01/1900
65.206.563-5-76.541.630-2-925-FZ;65.206.563-5;76.541.630-2;925;FZ;17/01/2025;01/01/1900
72.156.900-4-79.891.160-0-4686-FZ;72.156.900-4;79.891.160-0;4686;FZ;01/01/1900;01/01/1900
76.418.704-0-76.418.704-0-8921-RD;76.418.704-0;76.418.704-0;8921;RD;01/01/1900;02/01/2025
76.531.077-6-76.531.077-6-8690431-CF;76.531.077-6;76.531.077-6;8690431;CF;01/01/1900;01/01/1900
76.418.704-0-76.249.836-7-1493-FZ;76.418.704-0;76.249.836-7;1493;FZ;01/01/1900;02/01/2025
96.885.630-8-79.639.570-2-471228-FZ;96.885.630-8;79.639.570-2;471228;FZ;01/01/1900;01/01/1900
76.327.430-6-96.651.180-K-2314-FZ;76.327.430-6;96.651.180-K;2314;FZ;01/01/1900;01/01/1900
76.174.089-K-76.466.068-4-1516-FZ;76.174.089-K;76.466.068-4;1516;FZ;01/01/1900;01/01/1900
76.418.704-0-76.249.836-7-1508-FZ;76.418.704-0;76.249.836-7;1508;FZ;01/01/1900;02/01/2025
76.418.704-0-76.249.836-7-1485-FZ;76.418.704-0;76.249.836-7;1485;FZ;01/01/1900;02/01/2025
96.777.810-9-96.777.810-9-44783-CF;96.777.810-9;96.777.810-9;44783;CF;01/01/1900;01/01/1900
96.725.160-7-79.580.160-K-145929-FZ;96.725.160-7;79.580.160-K;145929;FZ;01/01/1900;01/01/1900
76.061.491-2-76.114.143-0-1598-FZ;76.061.491-2;76.114.143-0;1598;FZ;01/01/1900;01/01/1900
2.980.644-6-78.532.650-4-420-FZ;2.980.644-6;78.532.650-4;420;FZ;21/01/2025;01/01/1900
96.777.810-9-96.777.810-9-44532-CF;96.777.810-9;96.777.810-9;44532;CF;01/01/1900;01/01/1900
96.777.810-9-96.777.810-9-44002-CF;96.777.810-9;96.777.810-9;44002;CF;01/01/1900;01/01/1900
93.372.000-4-93.372.000-4-1310055407-CF;93.372.000-4;93.372.000-4;1310055407;CF;17/01/2025;01/01/1900
93.372.000-4-93.372.000-4-1369-CF;93.372.000-4;93.372.000-4;1369;CF;17/01/2025;01/01/1900
93.372.000-4-93.372.000-4-1370-CF;93.372.000-4;93.372.000-4;1370;CF;17/01/2025;01/01/1900
77.367.906-1-84.716.400-K-50-FZ;77.367.906-1;84.716.400-K;50;FZ;01/01/1900;01/01/1900
96.777.810-9-96.777.810-9-44003-CF;96.777.810-9;96.777.810-9;44003;CF;01/01/1900;01/01/1900
76.558.690-9-76.237.458-7-4992-FZ;76.558.690-9;76.237.458-7;4992;FZ;01/01/1900;01/01/1900
76.558.690-9-76.237.458-7-4993-FZ;76.558.690-9;76.237.458-7;4993;FZ;01/01/1900;01/01/1900
78.066.340-5-61.202.000-0-882-FZ;78.066.340-5;61.202.000-0;882;FZ;01/01/1900;01/01/1900
77.367.906-1-82.697.900-3-44-FZ;77.367.906-1;82.697.900-3;44;FZ;01/01/1900;01/01/1900
76.205.223-7-96.937.270-3-8541-FZ;76.205.223-7;96.937.270-3;8541;FZ;30/01/2025;01/01/1900
78.532.650-4-76.881.820-7-4224-FZ;78.532.650-4;76.881.820-7;4224;FZ;01/01/1900;01/01/1900
93.372.000-4-93.372.000-4-1371-CF;93.372.000-4;93.372.000-4;1371;CF;17/01/2025;01/01/1900
76.558.690-9-76.237.458-7-4937-FZ;76.558.690-9;76.237.458-7;4937;FZ;01/01/1900;10/01/2025
77.038.915-1-76.237.458-7-460-FZ;77.038.915-1;76.237.458-7;460;FZ;01/01/1900;10/01/2025
76.061.491-2-94.675.000-K-1593-FZ;76.061.491-2;94.675.000-K;1593;FZ;01/01/1900;01/01/1900
76.497.064-0-80.571.500-6-1450-FZ;76.497.064-0;80.571.500-6;1450;FZ;30/01/2025;01/01/1900
76.558.690-9-76.036.730-3-4998-FZ;76.558.690-9;76.036.730-3;4998;FZ;01/01/1900;01/01/1900
93.372.000-4-93.372.000-4-1372-CF;93.372.000-4;93.372.000-4;1372;CF;17/01/2025;01/01/1900
76.497.064-0-80.571.500-6-1443-F2;76.497.064-0;80.571.500-6;1443;F2;30/01/2025;01/01/1900
76.237.458-7-78.022.530-0-12446-FZ;76.237.458-7;78.022.530-0;12446;FZ;01/01/1900;01/01/1900
76.237.458-7-78.022.530-0-12447-FZ;76.237.458-7;78.022.530-0;12447;FZ;01/01/1900;01/01/1900
76.237.458-7-78.022.530-0-12448-FZ;76.237.458-7;78.022.530-0;12448;FZ;01/01/1900;01/01/1900
76.237.458-7-78.022.530-0-12449-FZ;76.237.458-7;78.022.530-0;12449;FZ;01/01/1900;01/01/1900
76.237.458-7-78.022.530-0-12450-FZ;76.237.458-7;78.022.530-0;12450;FZ;01/01/1900;01/01/1900
76.237.458-7-78.022.530-0-12451-FZ;76.237.458-7;78.022.530-0;12451;FZ;01/01/1900;01/01/1900
76.237.458-7-78.022.530-0-12452-FZ;76.237.458-7;78.022.530-0;12452;FZ;01/01/1900;01/01/1900
76.237.458-7-78.022.530-0-12453-FZ;76.237.458-7;78.022.530-0;12453;FZ;01/01/1900;01/01/1900
76.237.458-7-78.022.530-0-12454-FZ;76.237.458-7;78.022.530-0;12454;FZ;01/01/1900;01/01/1900
76.237.458-7-78.022.530-0-12455-FZ;76.237.458-7;78.022.530-0;12455;FZ;01/01/1900;01/01/1900
76.237.458-7-78.022.530-0-12456-FZ;76.237.458-7;78.022.530-0;12456;FZ;01/01/1900;01/01/1900
76.237.458-7-78.022.530-0-12457-FZ;76.237.458-7;78.022.530-0;12457;FZ;01/01/1900;01/01/1900
76.237.458-7-78.022.530-0-12458-FZ;76.237.458-7;78.022.530-0;12458;FZ;01/01/1900;01/01/1900
76.237.458-7-78.022.530-0-12459-FZ;76.237.458-7;78.022.530-0;12459;FZ;01/01/1900;01/01/1900
77.819.950-5-61.004-6-1493-X3;77.819.950-5;61.004-6;1493;X3;01/01/1900;01/01/1900
77.819.950-5-61.004-6-1489-X3;77.819.950-5;61.004-6;1489;X3;01/01/1900;01/01/1900
77.819.950-5-61.004-6-1488-X3;77.819.950-5;61.004-6;1488;X3;01/01/1900;01/01/1900
77.082.030-8-76.204.335-1-246033-FZ;77.082.030-8;76.204.335-1;246033;FZ;01/01/1900;01/01/1900
76.497.064-0-80.571.500-6-1444-F2;76.497.064-0;80.571.500-6;1444;F2;30/01/2025;01/01/1900
78.532.650-4-96.802.690-9-4254-FZ;78.532.650-4;96.802.690-9;4254;FZ;01/01/1900;01/01/1900
76.061.491-2-76.114.143-0-1597-FZ;76.061.491-2;76.114.143-0;1597;FZ;01/01/1900;01/01/1900
77.740.755-4-99.520.820-2-655-FZ;77.740.755-4;99.520.820-2;655;FZ;30/01/2025;01/01/1900
77.740.755-4-99.520.820-2-648-FZ;77.740.755-4;99.520.820-2;648;FZ;30/01/2025;01/01/1900
76.497.064-0-80.571.500-6-1449-FZ;76.497.064-0;80.571.500-6;1449;FZ;30/01/2025;01/01/1900
76.497.064-0-80.571.500-6-1448-FZ;76.497.064-0;80.571.500-6;1448;FZ;30/01/2025;01/01/1900
76.248.671-7-77.424.780-7-6909-FZ;76.248.671-7;77.424.780-7;6909;FZ;01/01/1900;01/01/1900
77.367.664-K-76.207.287-4-141-FZ;77.367.664-K;76.207.287-4;141;FZ;01/01/1900;01/01/1900
76.497.064-0-80.571.500-6-1445-F2;76.497.064-0;80.571.500-6;1445;F2;30/01/2025;01/01/1900
76.080.290-5-111.815-3-100268-X3;76.080.290-5;111.815-3;100268;X3;01/01/1900;01/01/1900
76.205.223-7-96.937.270-3-8545-FZ;76.205.223-7;96.937.270-3;8545;FZ;30/01/2025;01/01/1900
76.080.290-5-111.815-3-268-X3;76.080.290-5;111.815-3;268;X3;01/01/1900;01/01/1900
76.334.463-0-76.114.143-0-364-FZ;76.334.463-0;76.114.143-0;364;FZ;01/01/1900;01/01/1900
93.372.000-4-93.372.000-4-1373-CF;93.372.000-4;93.372.000-4;1373;CF;17/01/2025;01/01/1900
77.367.664-K-77.367.664-K-30122024-RF;77.367.664-K;77.367.664-K;30122024;RF;01/01/1900;01/01/1900
76.248.671-7-77.424.780-7-6908-FZ;76.248.671-7;77.424.780-7;6908;FZ;01/01/1900;01/01/1900
93.372.000-4-93.372.000-4-1374-CF;93.372.000-4;93.372.000-4;1374;CF;17/01/2025;01/01/1900
93.372.000-4-93.372.000-4-1375-CF;93.372.000-4;93.372.000-4;1375;CF;17/01/2025;01/01/1900
76.705.613-3-76.003.885-7-1111-FZ;76.705.613-3;76.003.885-7;1111;FZ;01/01/1900;01/01/1900
76.418.704-0-76.249.836-7-1489-F2;76.418.704-0;76.249.836-7;1489;F2;01/01/1900;02/01/2025
96.725.160-7-76.200.662-6-145912-FZ;96.725.160-7;76.200.662-6;145912;FZ;01/01/1900;01/01/1900
76.474.043-2-26.008-8-1253-X9;76.474.043-2;26.008-8;1253;X9;01/01/1900;01/01/1900
76.205.223-7-96.937.270-3-8546-FZ;76.205.223-7;96.937.270-3;8546;FZ;30/01/2025;01/01/1900
76.205.223-7-96.937.270-3-8544-FZ;76.205.223-7;96.937.270-3;8544;FZ;30/01/2025;01/01/1900
76.205.223-7-96.937.270-3-8543-FZ;76.205.223-7;96.937.270-3;8543;FZ;30/01/2025;01/01/1900
76.474.043-2-26.008-8-1257-X9;76.474.043-2;26.008-8;1257;X9;01/01/1900;01/01/1900
76.474.043-2-26.008-8-1256-X9;76.474.043-2;26.008-8;1256;X9;01/01/1900;01/01/1900
76.474.043-2-26.008-8-1254-X9;76.474.043-2;26.008-8;1254;X9;01/01/1900;01/01/1900
77.082.030-8-9.147.932-K-247870-FZ;77.082.030-8;9.147.932-K;247870;FZ;01/01/1900;01/01/1900
77.210.902-4-59.059.340-0-304-FZ;77.210.902-4;59.059.340-0;304;FZ;01/01/1900;01/01/1900
96.777.810-9-78.512.520-7-135107-FZ;96.777.810-9;78.512.520-7;135107;FZ;01/01/1900;01/01/1900
76.061.491-2-76.114.143-0-1607-FZ;76.061.491-2;76.114.143-0;1607;FZ;01/01/1900;01/01/1900
76.061.491-2-94.675.000-K-1566-FZ;76.061.491-2;94.675.000-K;1566;FZ;01/01/1900;01/01/1900
77.410.983-8-91.336.000-1-451-FZ;77.410.983-8;91.336.000-1;451;FZ;01/01/1900;01/01/1900
79.670.620-1-79.674.810-9-62923-FZ;79.670.620-1;79.674.810-9;62923;FZ;01/01/1900;01/01/1900
77.082.030-8-76.852.618-4-246816-FZ;77.082.030-8;76.852.618-4;246816;FZ;01/01/1900;01/01/1900
76.334.463-0-76.114.143-0-363-FZ;76.334.463-0;76.114.143-0;363;FZ;01/01/1900;01/01/1900
93.372.000-4-93.372.000-4-1376-CF;93.372.000-4;93.372.000-4;1376;CF;17/01/2025;01/01/1900
77.390.789-7-77.940.330-0-57966-FZ;77.390.789-7;77.940.330-0;57966;FZ;01/01/1900;01/01/1900
77.082.030-8-79.521.980-3-247550-FZ;77.082.030-8;79.521.980-3;247550;FZ;01/01/1900;01/01/1900
7.236.805-3-76.996.969-1-7041-FS;7.236.805-3;76.996.969-1;7041;FS;01/01/1900;01/01/1900
77.367.664-K-77.227.738-5-143-PS;77.367.664-K;77.227.738-5;143;PS;01/01/1900;01/01/1900
77.133.175-0-76.060.369-4-651-FZ;77.133.175-0;76.060.369-4;651;FZ;30/01/2025;01/01/1900
77.151.503-7-76.734.196-2-1241017-LE;77.151.503-7;76.734.196-2;1241017;LE;01/01/1900;01/01/1900
76.147.758-7-76.736.412-1-2799-FZ;76.147.758-7;76.736.412-1;2799;FZ;01/01/1900;01/01/1900
96.725.160-7-79.580.160-K-145936-FZ;96.725.160-7;79.580.160-K;145936;FZ;01/01/1900;01/01/1900
93.372.000-4-93.372.000-4-344-CF;93.372.000-4;93.372.000-4;344;CF;17/01/2025;01/01/1900
93.372.000-4-93.372.000-4-345-CF;93.372.000-4;93.372.000-4;345;CF;17/01/2025;01/01/1900
93.372.000-4-93.372.000-4-390-CF;93.372.000-4;93.372.000-4;390;CF;17/01/2025;01/01/1900
93.372.000-4-93.372.000-4-391-CF;93.372.000-4;93.372.000-4;391;CF;17/01/2025;01/01/1900
93.372.000-4-93.372.000-4-39195-CF;93.372.000-4;93.372.000-4;39195;CF;17/01/2025;01/01/1900
93.372.000-4-93.372.000-4-392-CF;93.372.000-4;93.372.000-4;392;CF;17/01/2025;01/01/1900
93.372.000-4-93.372.000-4-393-CF;93.372.000-4;93.372.000-4;393;CF;17/01/2025;01/01/1900
77.815.792-6-13.145.561-5-7073470-CH;77.815.792-6;13.145.561-5;7073470;CH;28/01/2025;01/01/1900
76.784.771-8-84.716.400-K-874-FZ;76.784.771-8;84.716.400-K;874;FZ;01/01/1900;01/01/1900
96.777.810-9-96.777.810-9-44004-CF;96.777.810-9;96.777.810-9;44004;CF;01/01/1900;01/01/1900
77.082.030-8-76.616.940-6-247547-FZ;77.082.030-8;76.616.940-6;247547;FZ;01/01/1900;01/01/1900
96.725.160-7-79.580.160-K-146160-FZ;96.725.160-7;79.580.160-K;146160;FZ;01/01/1900;01/01/1900
76.516.756-6-91.081.000-6-264-FZ;76.516.756-6;91.081.000-6;264;FZ;01/01/1900;01/01/1900
79.996.420-1-79.996.420-1-136770584-CF;79.996.420-1;79.996.420-1;136770584;CF;17/01/2025;01/01/1900
76.567.874-9-76.567.874-9-9970-CF;76.567.874-9;76.567.874-9;9970;CF;01/01/1900;01/01/1900
77.082.030-8-9.428.139-3-244552-FZ;77.082.030-8;9.428.139-3;244552;FZ;01/01/1900;01/01/1900
76.168.328-4-79.540.520-8-957-FZ;76.168.328-4;79.540.520-8;957;FZ;30/01/2025;01/01/1900
76.774.806-K-76.840.043-1-4151-FZ;76.774.806-K;76.840.043-1;4151;FZ;17/01/2025;01/01/1900
96.777.810-9-96.777.810-9-44005-CF;96.777.810-9;96.777.810-9;44005;CF;21/01/2025;01/01/1900
96.777.810-9-96.777.810-9-44006-CF;96.777.810-9;96.777.810-9;44006;CF;22/01/2025;01/01/1900
77.063.276-5-77.022.407-1-2545712-CH;77.063.276-5;77.022.407-1;2545712;CH;28/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2264192-CF;81.290.800-6;81.290.800-6;2264192;CF;22/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2264442-CF;81.290.800-6;81.290.800-6;2264442;CF;22/01/2025;01/01/1900
76.234.263-4-96.853.490-4-2846-FZ;76.234.263-4;96.853.490-4;2846;FZ;24/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2264744-CF;81.290.800-6;81.290.800-6;2264744;CF;22/01/2025;01/01/1900
76.774.806-K-76.840.043-1-4159-FZ;76.774.806-K;76.840.043-1;4159;FZ;17/01/2025;01/01/1900
77.082.030-8-76.916.430-8-244604-FZ;77.082.030-8;76.916.430-8;244604;FZ;01/01/1900;01/01/1900
77.815.792-6-13.145.561-5-7073506-CH;77.815.792-6;13.145.561-5;7073506;CH;28/01/2025;01/01/1900
76.418.704-0-76.418.704-0-7921-RD;76.418.704-0;76.418.704-0;7921;RD;01/01/1900;02/01/2025
76.418.704-0-76.418.704-0-6921-RD;76.418.704-0;76.418.704-0;6921;RD;01/01/1900;02/01/2025
81.290.800-6-81.290.800-6-2265155-CF;81.290.800-6;81.290.800-6;2265155;CF;22/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2264464-CF;81.290.800-6;81.290.800-6;2264464;CF;22/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2264972-CF;81.290.800-6;81.290.800-6;2264972;CF;22/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2264735-CF;81.290.800-6;81.290.800-6;2264735;CF;22/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2264212-CF;81.290.800-6;81.290.800-6;2264212;CF;22/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2265163-CF;81.290.800-6;81.290.800-6;2265163;CF;22/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2264217-CF;81.290.800-6;81.290.800-6;2264217;CF;22/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2264480-CF;81.290.800-6;81.290.800-6;2264480;CF;22/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2264453-CF;81.290.800-6;81.290.800-6;2264453;CF;22/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2264959-CF;81.290.800-6;81.290.800-6;2264959;CF;22/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2265145-CF;81.290.800-6;81.290.800-6;2265145;CF;22/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2264726-CF;81.290.800-6;81.290.800-6;2264726;CF;22/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2264203-CF;81.290.800-6;81.290.800-6;2264203;CF;22/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2264473-CF;81.290.800-6;81.290.800-6;2264473;CF;22/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2264725-CF;81.290.800-6;81.290.800-6;2264725;CF;22/01/2025;01/01/1900
96.777.810-9-96.777.810-9-1000043300-CF;96.777.810-9;96.777.810-9;1000043300;CF;30/01/2025;01/01/1900
96.725.160-7-79.580.160-K-145940-FZ;96.725.160-7;79.580.160-K;145940;FZ;01/01/1900;01/01/1900
77.367.664-K-76.136.570-3-139-PS;77.367.664-K;76.136.570-3;139;PS;01/01/1900;01/01/1900
77.082.030-8-88.834.900-6-246954-FZ;77.082.030-8;88.834.900-6;246954;FZ;01/01/1900;01/01/1900
77.270.360-0-96.557.910-9-19613-FZ;77.270.360-0;96.557.910-9;19613;FZ;01/01/1900;01/01/1900
81.290.800-6-81.290.800-6-2265158-CF;81.290.800-6;81.290.800-6;2265158;CF;22/01/2025;01/01/1900
77.082.030-8-79.602.650-2-246597-FZ;77.082.030-8;79.602.650-2;246597;FZ;01/01/1900;01/01/1900
77.082.030-8-79.602.650-2-246673-FZ;77.082.030-8;79.602.650-2;246673;FZ;01/01/1900;01/01/1900
77.618.705-4-78.386.350-2-75-FZ;77.618.705-4;78.386.350-2;75;FZ;01/01/1900;01/01/1900
81.290.800-6-81.290.800-6-2265156-CF;81.290.800-6;81.290.800-6;2265156;CF;22/01/2025;01/01/1900
77.815.792-6-76.510.396-7-3116537-CH;77.815.792-6;76.510.396-7;3116537;CH;28/01/2025;01/01/1900
76.774.806-K-76.840.043-1-4186-FZ;76.774.806-K;76.840.043-1;4186;FZ;17/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2264973-CF;81.290.800-6;81.290.800-6;2264973;CF;22/01/2025;01/01/1900
77.815.792-6-77.807.898-8-85-CH;77.815.792-6;77.807.898-8;85;CH;21/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2265157-CF;81.290.800-6;81.290.800-6;2265157;CF;22/01/2025;01/01/1900
96.885.630-8-76.000.937-7-471104-FZ;96.885.630-8;76.000.937-7;471104;FZ;01/01/1900;01/01/1900
77.082.030-8-79.602.640-5-246596-FZ;77.082.030-8;79.602.640-5;246596;FZ;01/01/1900;01/01/1900
81.290.800-6-81.290.800-6-2264974-CF;81.290.800-6;81.290.800-6;2264974;CF;22/01/2025;01/01/1900
96.911.210-8-12.065-0-980-X4;96.911.210-8;12.065-0;980;X4;01/01/1900;10/01/2025
77.854.466-0-76.296.491-0-54-FZ;77.854.466-0;76.296.491-0;54;FZ;01/01/1900;01/01/1900
77.082.030-8-76.820.364-4-247327-FZ;77.082.030-8;76.820.364-4;247327;FZ;01/01/1900;01/01/1900
77.008.958-1-76.736.412-1-291-FZ;77.008.958-1;76.736.412-1;291;FZ;01/01/1900;01/01/1900
77.753.546-3-76.181.799-K-17-FZ;77.753.546-3;76.181.799-K;17;FZ;01/01/1900;01/01/1900
81.290.800-6-81.290.800-6-2264454-CF;81.290.800-6;81.290.800-6;2264454;CF;22/01/2025;01/01/1900
81.290.800-6-81.290.800-6-2264736-CF;81.290.800-6;81.290.800-6;2264736;CF;22/01/2025;01/01/1900
76.686.299-3-76.099.522-3-2887-FZ;76.686.299-3;76.099.522-3;2887;FZ;01/01/1900;01/01/1900
77.063.276-5-19.789.696-5-5537400-CH;77.063.276-5;19.789.696-5;5537400;CH;29/01/2025;01/01/1900
96.777.810-9-96.777.810-9-1000042745-CF;96.777.810-9;96.777.810-9;1000042745;CF;30/01/2025;01/01/1900
77.733.787-4-90.703.000-8-103-FZ;77.733.787-4;90.703.000-8;103;FZ;01/01/1900;01/01/1900
81.290.800-6-81.290.800-6-2265132-CF;81.290.800-6;81.290.800-6;2265132;CF;22/01/2025;01/01/1900
99.580.390-9-69.090.700-3-553-FZ;99.580.390-9;69.090.700-3;553;FZ;01/01/1900;01/01/1900
76.105.856-8-76.740.898-6-542-FZ;76.105.856-8;76.740.898-6;542;FZ;01/01/1900;01/01/1900
81.290.800-6-81.290.800-6-2264191-CF;81.290.800-6;81.290.800-6;2264191;CF;22/01/2025;01/01/1900
76.234.263-4-76.525.290-3-2843-FZ;76.234.263-4;76.525.290-3;2843;FZ;01/01/1900;01/01/1900
77.815.792-6-13.145.561-5-7073498-CH;77.815.792-6;13.145.561-5;7073498;CH;28/01/2025;01/01/1900
77.882.125-7-76.567.874-9-3241020-LE;77.882.125-7;76.567.874-9;3241020;LE;01/01/1900;01/01/1900
96.777.810-9-79.947.100-0-135108-FZ;96.777.810-9;79.947.100-0;135108;FZ;01/01/1900;01/01/1900
77.815.792-6-76.463.459-4-7958095-CH;77.815.792-6;76.463.459-4;7958095;CH;28/01/2025;01/01/1900
76.626.711-4-76.734.196-2-1241014-LE;76.626.711-4;76.734.196-2;1241014;LE;01/01/1900;01/01/1900
